ToolName	SP	SP_NAME
П-25.750ЭР(733)изм2023.04.xlsx	68.02.00.01.04	Хомут
П-25.750ЭР(733)изм2023.04.xlsx	68.02.01.02.00	Винт специальный
П-25.750ЭР(733)изм2023.04.xlsx	68.02.01.03.00	Держатель
П-25.750ЭР(733)изм2023.04.xlsx	68.02.01.03.01	Эксцентрик
П-25.750ЭР(733)изм2023.04.xlsx	68.02.01.05.01	Пружина
П-25.750ЭР(733)изм2023.04.xlsx	593.02.01.07.00	Ручка 
П-25.750ЭР(733)изм2023.04.xlsx	100.02.00.01.00	Ограничитель глубины бурения (сверления)
П-25.750ЭР(733)изм2023.04.xlsx	730.03.02.12.00	Кольцо уплотнительное
П-26.800ABC (426new) изм2023.04.xlsx	426.03.01.00.00	Муфта в сборе
П-26.800ABC (426new) изм2023.04.xlsx	68.03.00.01.00	Втулка защитная
П-26.800ABC (426new) изм2023.04.xlsx	00.02.02.02.30	Шайба
П-26.800ABC (426new) изм2023.04.xlsx	00.02.98.01.04	Кольцо запорное
П-26.800ABC (426new) изм2023.04.xlsx	00.02.02.02.31	Шайба
П-26.800ABC (426new) изм2023.04.xlsx	00.02.98.01.09	Кольцо пружинное
П-26.800ABC (426new) изм2023.04.xlsx	68.03.00.02.00	Втулка нажимная
П-26.800ABC (426new) изм2023.04.xlsx	68.03.00.03.00	Кольцо
П-26.800ABC (426new) изм2023.04.xlsx	00.02.10.10.00	Шарик
П-26.800ABC (426new) изм2023.04.xlsx	68.03.00.04.00	Шайба специальная
П-26.800ABC (426new) изм2023.04.xlsx	68.03.00.05.00	Пружина
П-26.800ABC (426new) изм2023.04.xlsx	68.03.00.00.00	Приемник инструмента в сборе 
П-26.800ABC (426new) изм2023.04.xlsx	68.03.00.07.00	Приемник инструмента
П-26.800ABC (426new) изм2023.04.xlsx	68.03.00.08.00	Кольцо резиновое
П-26.800ABC (426new) изм2023.04.xlsx	68.03.00.09.00	Манжета 8.2 x 16 x 5 
П-26.800ABC (426new) изм2023.04.xlsx	68.03.00.10.00	Втулка
П-26.800ABC (426new) изм2023.04.xlsx	731.03.01.02.00	Проммасса
П-26.800ABC (426new) изм2023.04.xlsx	68.03.00.06.00	Ролик
П-26.800ABC (426new) изм2023.04.xlsx	00.02.03.01.17	Винт 2-5х45 ГОСТ10621
П-26.800ABC (426new) изм2023.04.xlsx	68.03.05.00.00	Корпус редуктора в сборе
П-26.800ABC (426new) изм2023.04.xlsx	68.05.00.01.01	Внешний кожух 
П-26.800ABC (426new) изм2023.04.xlsx	68.03.00.12.00	Манжета
П-26.800ABC (426new) изм2023.04.xlsx	68.03.04.00.00	Подшипник игольчатый в сборе
П-26.800ABC (426new) изм2023.04.xlsx	00.01.02.01.18	Подшипник роликовый
П-26.800ABC (426new) изм2023.04.xlsx	68.03.00.13.00	Втулка
П-26.800ABC (426new) изм2023.04.xlsx	00.01.02.01.16	Подшипник роликовый
П-26.800ABC (426new) изм2023.04.xlsx	68.03.00.14.00	 Пластина фиксирующая
П-26.800ABC (426new) изм2023.04.xlsx	00.02.03.01.02	Винт саморез
П-26.800ABC (426new) изм2023.04.xlsx	68.05.01.02.00	Кнопка
П-26.800ABC (426new) изм2023.04.xlsx	68.05.01.03.00	Пружина
П-26.800ABC (426new) изм2023.04.xlsx	68.05.01.04.00	Ручка переключателя
П-26.800ABC (426new) изм2023.04.xlsx	100.05.01.01.00	Кольцо резиновое
П-26.800ABC (426new) изм2023.04.xlsx	426.03.05.00.00	Ствол в сборе
П-26.800ABC (426new) изм2023.04.xlsx	68.03.01.01.00	Кольцо запорное
П-26.800ABC (426new) изм2023.04.xlsx	68.03.01.02.00	Шайба
П-26.800ABC (426new) изм2023.04.xlsx	426.03.00.22.00	Пружина
П-26.800ABC (426new) изм2023.04.xlsx	68.03.01.04.00	Колесо зубчатое
П-26.800ABC (426new) изм2023.04.xlsx	00.02.11.03.02	Ролик игольчатый
П-26.800ABC (426new) изм2023.04.xlsx	68.03.01.06.00	Втулка кулачковая
П-26.800ABC (426new) изм2023.04.xlsx	86.03.01.07.00	Кольцо запорное
П-26.800ABC (426new) изм2023.04.xlsx	68.03.01.05.00	Ствол
П-26.800ABC (426new) изм2023.04.xlsx	68.03.01.08.00	Корпус ловителя
П-26.800ABC (426new) изм2023.04.xlsx	68.03.01.09.00	Амортизатор
П-26.800ABC (426new) изм2023.04.xlsx	68.03.01.10.00	Ловитель бойка
П-26.800ABC (426new) изм2023.04.xlsx	68.03.01.11.00	Крышка ловителя
П-26.800ABC (426new) изм2023.04.xlsx	68.03.01.12.00	Кольцо стопорное
П-26.800ABC (426new) изм2023.04.xlsx	324.03.04.00.00	Поршень в сборе 
П-26.800ABC (426new) изм2023.04.xlsx	68.03.00.15.00	Боёк
П-26.800ABC (426new) изм2023.04.xlsx	68.03.00.16.00	Кольцо уплотнительное
П-26.800ABC (426new) изм2023.04.xlsx	68.03.00.17.00	Поршень
П-26.800ABC (426new) изм2023.04.xlsx	100.03.00.16.00	Прокладка U-образная
П-26.800ABC (426new) изм2023.04.xlsx	68.03.00.18.00	Палец
П-26.800ABC (426new) изм2023.04.xlsx	324.03.05.00.00	Промщит в сборе
П-26.800ABC (426new) изм2023.04.xlsx	68.03.02.01.00	Подшипник скольжения
П-26.800ABC (426new) изм2023.04.xlsx	68.03.02.03.00	Промщит
П-26.800ABC (426new) изм2023.04.xlsx	68.03.02.04.00	Кольцо уплотнительное
П-26.800ABC (426new) изм2023.04.xlsx	68.03.03.05.00	Сальник
П-26.800ABC (426new) изм2023.04.xlsx	00.01.01.01.61	Подшипник шариковый 
П-26.800ABC (426new) изм2023.04.xlsx	68.04.02.02.00	Щит
П-26.800ABC (426new) изм2023.04.xlsx	00.02.04.05.03	Винт
П-26.800ABC (426new) изм2023.04.xlsx	68.03.02.05.00	Втулка опорная
П-26.800ABC (426new) изм2023.04.xlsx	68.03.00.20.00	Скоба
П-26.800ABC (426new) изм2023.04.xlsx	426.03.04.00.00	Вал-шестерня  в сборе
П-26.800ABC (426new) изм2023.04.xlsx	68.03.00.23.00	Вал-шестерня
П-26.800ABC (426new) изм2023.04.xlsx	160.03.02.04.05	Подшипник шариковый специальный 
П-26.800ABC (426new) изм2023.04.xlsx	68.03.00.21.00	Поводок переключателя
П-26.800ABC (426new) изм2023.04.xlsx	68.03.00.22.00	Пружина
П-26.800ABC (426new) изм2023.04.xlsx	68.03.08.01.00	Подшипники качания и игольчатый в сборе
П-26.800ABC (426new) изм2023.04.xlsx	00.01.02.01.19	Подшипник роликовый НК0908 
П-26.800ABC (426new) изм2023.04.xlsx	426.03.08.01.00	Подшипник качающийся в сборе
П-26.800ABC (426new) изм2023.04.xlsx	00.01.02.01.20	Подшипник роликовый К14,8х18х15
П-26.800ABC (426new) изм2023.04.xlsx	68.03.00.24.00	Колесо зубчатое
П-26.800ABC (426new) изм2023.04.xlsx	68.03.00.25.00	Пружина
П-26.800ABC (426new) изм2023.04.xlsx	68.03.00.26.00	Опора пружины
П-26.800ABC (426new) изм2023.04.xlsx	730.03.02.12.00	Кольцо уплотнительное
П-26.800ABC (426new) изм2023.04.xlsx	426.04.02.01.01	Якорь
П-26.800ABC (426new) изм2023.04.xlsx	00.01.01.01.25	Подшипник шариковый
П-26.800ABC (426new) изм2023.04.xlsx	68.04.02.03.00	Втулка демпфирующая
П-26.800ABC (426new) изм2023.04.xlsx	68.04.00.01.00	Диафрагма
П-26.800ABC (426new) изм2023.04.xlsx	00.02.03.01.11	Винт саморез
П-26.800ABC (426new) изм2023.04.xlsx	426.04.01.00.00	Статор 
П-26.800ABC (426new) изм2023.04.xlsx	323.04.02.04.00	Штифт установочный
П-26.800ABC (426new) изм2023.04.xlsx	68.05.00.02.02	Корпус двигателя неподвижный
П-26.800ABC (426new) изм2023.04.xlsx	426.05.07.02.00	Вставка демпфирующая
П-26.800ABC (426new) изм2023.04.xlsx	323.03.09.04.00	Пружина
П-26.800ABC (426new) изм2023.04.xlsx	68.03.02.06.00	Втулка
П-26.800ABC (426new) изм2023.04.xlsx	68.05.00.02.03	Корпус подвижный
П-26.800ABC (426new) изм2023.04.xlsx	00.02.02.02.08	Шайба
П-26.800ABC (426new) изм2023.04.xlsx	426.04.00.03.00	Колодка контактная
П-26.800ABC (426new) изм2023.04.xlsx	00.02.03.01.01	Винт
П-26.800ABC (426new) изм2023.04.xlsx	68.04.04.00.01	Щеткодержатель в сборе
П-26.800ABC (426new) изм2023.04.xlsx	68.04.03.01.02	Обойма щеткодержателя
П-26.800ABC (426new) изм2023.04.xlsx	86.04.04.01.00	Щеткодержатель
П-26.800ABC (426new) изм2023.04.xlsx	68.04.03.02.00	Щетка  электрическая
П-26.800ABC (426new) изм2023.04.xlsx	68.04.03.03.00	Пружина спиральная
П-26.800ABC (426new) изм2023.04.xlsx	68.05.07.01.00	Упор выключателя
П-26.800ABC (426new) изм2023.04.xlsx	68.05.00.03.02	Ручка-накладка
П-26.800ABC (426new) изм2023.04.xlsx	00.02.03.01.30	Винт саморез
П-26.800ABC (426new) изм2023.04.xlsx	00.02.03.01.06	Винт саморез
П-26.800ABC (426new) изм2023.04.xlsx	426.10.01.01.00	Выключатель в сборе
П-26.800ABC (426new) изм2023.04.xlsx	00.10.01.01.23	Выключатель
П-26.800ABC (426new) изм2023.04.xlsx	00.10.05.01.05	Блок конденсаторный
П-26.800ABC (426new) изм2023.04.xlsx	426.04.00.05.00	Дроссель
П-26.800ABC (426new) изм2023.04.xlsx	00.10.02.02.01	Шнур питания с вилкой
П-26.800ABC (426new) изм2023.04.xlsx	68.04.00.06.00	Трубка защитная шнура
П-26.800ABC (426new) изм2023.04.xlsx	68.04.00.04.00	Планка фиксации шнура
П-26.800ABC (426new) изм2023.04.xlsx	68.02.01.00.00	Ручка боковая в сборе 
П-26.800ABC (426new) изм2023.04.xlsx	68.02.00.01.04	Хомут
П-26.800ABC (426new) изм2023.04.xlsx	68.02.01.02.00	Винт специальный
П-26.800ABC (426new) изм2023.04.xlsx	68.02.01.03.00	Держатель
П-26.800ABC (426new) изм2023.04.xlsx	68.02.01.05.00	Винт барашковый
П-26.800ABC (426new) изм2023.04.xlsx	68.02.01.04.00	Прижим
П-26.800ABC (426new) изм2023.04.xlsx	68.02.01.07.00	Ручка
П-26.800ABC (426new) изм2023.04.xlsx	68.02.00.01.00	Ограничитель глубины бурения (сверления)
П-26.800ЭР (426 ) изм2023.04.xlsx	426.03.01.00.00	Муфта в сборе
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.00.01.00	Втулка защитная
П-26.800ЭР (426 ) изм2023.04.xlsx	00.02.02.02.30	Шайба
П-26.800ЭР (426 ) изм2023.04.xlsx	00.02.98.01.04	Кольцо запорное
П-26.800ЭР (426 ) изм2023.04.xlsx	00.02.02.02.31	Шайба
П-26.800ЭР (426 ) изм2023.04.xlsx	00.02.98.01.09	Кольцо пружинное
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.00.02.00	Втулка нажимная
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.00.03.00	Кольцо
П-26.800ЭР (426 ) изм2023.04.xlsx	00.02.10.10.00	Шарик
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.00.04.00	Шайба специальная
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.00.05.00	Пружина
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.00.00.00	Приемник инструмента в сборе 
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.00.07.00	Приемник инструмента
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.00.08.00	Кольцо резиновое
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.00.09.00	Манжета 8.2 x 16 x 5 
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.00.10.00	Втулка
П-26.800ЭР (426 ) изм2023.04.xlsx	731.03.01.02.00	Проммасса
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.00.06.00	Ролик
П-26.800ЭР (426 ) изм2023.04.xlsx	00.02.03.01.16	Винт
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.05.00.00	Корпус редуктора в сборе
П-26.800ЭР (426 ) изм2023.04.xlsx	68.05.00.01.01	Внешний кожух 
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.00.12.00	Манжета
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.04.00.00	Подшипник игольчатый в сборе
П-26.800ЭР (426 ) изм2023.04.xlsx	00.01.02.01.18	Подшипник роликовый
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.00.13.00	Втулка
П-26.800ЭР (426 ) изм2023.04.xlsx	00.01.02.01.16	Подшипник роликовый
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.00.14.00	 Пластина фиксирующая
П-26.800ЭР (426 ) изм2023.04.xlsx	00.02.03.01.02	Винт саморез
П-26.800ЭР (426 ) изм2023.04.xlsx	68.05.01.00.00	Переключатель режимов в сборе
П-26.800ЭР (426 ) изм2023.04.xlsx	68.05.01.02.00	Кнопка
П-26.800ЭР (426 ) изм2023.04.xlsx	68.05.01.03.00	Пружина
П-26.800ЭР (426 ) изм2023.04.xlsx	68.05.01.04.00	Ручка переключателя
П-26.800ЭР (426 ) изм2023.04.xlsx	100.05.01.01.00	Кольцо резиновое
П-26.800ЭР (426 ) изм2023.04.xlsx	426.03.05.00.00	Ствол в сборе
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.01.01.00	Кольцо запорное
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.01.02.00	Шайба
П-26.800ЭР (426 ) изм2023.04.xlsx	426.03.00.22.00	Пружина
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.01.04.00	Колесо зубчатое
П-26.800ЭР (426 ) изм2023.04.xlsx	00.02.11.03.02	Ролик игольчатый
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.01.06.00	Втулка кулачковая
П-26.800ЭР (426 ) изм2023.04.xlsx	86.03.01.07.00	Кольцо запорное
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.01.05.00	Ствол
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.01.08.00	Корпус ловителя
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.01.09.00	Амортизатор
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.01.10.00	Ловитель бойка
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.01.11.00	Крышка ловителя
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.01.12.00	Кольцо стопорное
П-26.800ЭР (426 ) изм2023.04.xlsx	324.03.04.00.00	Поршень в сборе 
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.00.15.00	Боёк
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.00.16.00	Кольцо уплотнительное
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.00.17.00	Поршень
П-26.800ЭР (426 ) изм2023.04.xlsx	100.03.00.16.00	Прокладка U-образная
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.00.18.00	Палец
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.02.00.00	Промщит в сборе
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.02.01.00	Подшипник скольжения
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.02.03.00	Промщит
П-26.800ЭР (426 ) изм2023.04.xlsx	730.03.02.12.00	Кольцо уплотнительное
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.02.04.00	Кольцо уплотнительное
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.03.05.00	Сальник
П-26.800ЭР (426 ) изм2023.04.xlsx	00.01.01.01.61	Подшипник шариковый 
П-26.800ЭР (426 ) изм2023.04.xlsx	68.04.02.02.00	Щит
П-26.800ЭР (426 ) изм2023.04.xlsx	00.02.04.05.03	Винт
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.02.05.00	Втулка опорная
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.00.20.00	Скоба
П-26.800ЭР (426 ) изм2023.04.xlsx	426.03.04.00.00	Вал-шестерня  в сборе
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.00.23.00	Вал-шестерня
П-26.800ЭР (426 ) изм2023.04.xlsx	160.03.02.04.05	Подшипник шариковый специальный 
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.00.21.00	Поводок переключателя
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.00.22.00	Пружина
П-26.800ЭР (426 ) изм2023.04.xlsx	426.03.08.00.00	Подшипник качающийся в сборе
П-26.800ЭР (426 ) изм2023.04.xlsx	00.01.02.01.19	Подшипник роликовый НК0908 
П-26.800ЭР (426 ) изм2023.04.xlsx	426.03.08.01.00	Подшипник качающийся в сборе
П-26.800ЭР (426 ) изм2023.04.xlsx	00.01.02.01.20	Подшипник роликовый К14,8х18х15
П-26.800ЭР (426 ) изм2023.04.xlsx	68.03.00.24.00	Колесо зубчатое
